500	699.1629	6.03e-14	3.32e-08	10.5547	1011.4845	7.30e-13	4.07e-07	15.0760	1621.7200	1.70e-11	1.42e-05	16.1967
520	699.1630	4.03e-14	2.49e-08	9.4006	1011.5043	5.31e-13	3.03e-07	14.7669	1621.8430	1.38e-11	1.16e-05	16.0940
540	699.1630	2.75e-14	1.94e-08	8.2657	1011.5168	3.88e-13	2.27e-07	14.4148	1621.9253	1.13e-11	9.50e-06	15.9980
560	699.1631	1.93e-14	1.55e-08	7.2141	1011.5245	2.85e-13	1.71e-07	14.0125	1621.9803	9.21e-12	7.81e-06	15.9067
580	699.1631	1.39e-14	1.28e-08	6.2904	1011.5294	2.11e-13	1.31e-07	13.5547	1622.0172	7.55e-12	6.44e-06	15.8187
600	699.1631	1.03e-14	1.09e-08	5.5149	1011.5325	1.56e-13	1.01e-07	13.0389	1622.0421	6.20e-12	5.31e-06	15.7321
620	699.1631	7.90e-15	9.40e-09	4.8864	1011.5345	1.17e-13	7.89e-08	12.4665	1622.0588	5.10e-12	4.40e-06	15.6457
640	699.1631	6.24e-15	8.27e-09	4.3891	1011.5357	8.79e-14	6.24e-08	11.8428	1622.0702	4.20e-12	3.65e-06	15.5578
660	699.1631	5.06e-15	7.36e-09	4.0012	1011.5365	6.65e-14	5.01e-08	11.1779	1622.0778	3.47e-12	3.03e-06	15.4672
680	699.1631	4.21e-15	6.62e-09	3.6999	1011.5370	5.08e-14	4.07e-08	10.4854	1622.0830	2.88e-12	2.52e-06	15.3725
700	699.1631	3.58e-15	6.00e-09	3.4648	1011.5374	3.91e-14	3.36e-08	9.7818	1622.0865	2.38e-12	2.11e-06	15.2723
720	699.1631	3.09e-15	5.48e-09	3.2789	1011.5375	3.04e-14	2.82e-08	9.0847	1622.0890	1.98e-12	1.76e-06	15.1653
740	699.1631	2.70e-15	5.02e-09	3.1289	1011.5377	2.39e-14	2.39e-08	8.4111	1622.0906	1.65e-12	1.48e-06	15.0503
760	699.1631	2.39e-15	4.63e-09	3.0049	1011.5377	1.90e-14	2.06e-08	7.7753	1622.0918	1.37e-12	1.24e-06	14.9260
780	699.1631	2.13e-15	4.28e-09	2.8996	1011.5378	1.53e-14	1.79e-08	7.1884	1622.0925	1.15e-12	1.05e-06	14.7912
800	699.1631	1.91e-15	3.96e-09	2.8075	1011.5378	1.25e-14	1.58e-08	6.6572	1622.0930	9.59e-13	8.84e-07	14.6447
820	699.1631	1.73e-15	3.68e-09	2.7249	1011.5378	1.03e-14	1.40e-08	6.1849	1622.0934	8.04e-13	7.48e-07	14.4854
840	699.1631	1.56e-15	3.43e-09	2.6492	1011.5379	8.64e-15	1.26e-08	5.7711	1622.0936	6.74e-13	6.36e-07	14.3123
860	699.1631	1.42e-15	3.21e-09	2.5784	1011.5379	7.32e-15	1.14e-08	5.4132	1622.0939	5.67e-13	5.42e-07	14.1244
880	699.1631	1.30e-15	3.00e-09	2.5113	1011.5379	6.28e-15	1.04e-08	5.1066	1622.0940	4.77e-13	4.63e-07	13.9210
900	699.1631	1.18e-15	2.81e-09	2.4470	1011.5379	5.46e-15	9.47e-09	4.8460	1622.0940	4.03e-13	3.97e-07	13.7015
